#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,7.650,7.740,7.300,7.300,19066900,142813584
2015-03-30,7.250,7.650,7.510,7.220,20928932,156076912
2015-03-27,7.030,7.320,7.260,7.020,18187370,130614512
2015-03-26,6.880,7.090,7.000,6.850,13918375,97219280
2015-03-25,6.940,6.980,6.910,6.830,10768958,74322336
2015-03-24,7.120,7.150,6.970,6.720,18346540,127737784
2015-03-23,6.950,7.150,7.100,6.950,17302456,122157928
2015-03-20,6.910,7.000,6.950,6.840,11593987,80213328
2015-03-19,6.990,7.130,6.940,6.830,25042460,174158432
2015-03-18,6.490,7.150,7.020,6.460,29232388,201324752
2015-03-17,6.630,6.630,6.500,6.450,16694711,109153432
2015-03-16,6.260,6.480,6.470,6.260,14124112,90418864
2015-03-13,6.230,6.310,6.260,6.220,6461662,40459688
2015-03-12,6.280,6.300,6.200,6.180,6814570,42535260
2015-03-11,6.250,6.300,6.240,6.190,6972240,43491768
2015-03-10,6.100,6.290,6.240,6.090,9465901,58801308
2015-03-09,6.090,6.140,6.130,6.000,6005171,36516552
2015-03-06,6.110,6.150,6.110,6.080,6619435,40455296
2015-03-05,6.200,6.200,6.120,6.080,9795756,59937044
2015-03-04,6.180,6.360,6.230,6.180,14903132,93425760
2015-03-03,6.130,6.170,6.090,6.020,10029571,61014336
2015-03-02,6.110,6.160,6.120,6.060,8178381,49965680
2015-02-27,6.190,6.190,6.100,6.050,8674086,52834304
2015-02-26,5.870,6.150,6.150,5.810,14685237,88228464
2015-02-25,5.880,5.950,5.870,5.840,4710885,27818600
2015-02-17,5.900,5.940,5.880,5.780,3951833,23142982
2015-02-16,5.810,5.920,5.880,5.780,4319667,25290702
2015-02-13,5.690,5.820,5.780,5.680,5500945,31800250
2015-02-12,5.550,5.650,5.650,5.550,3394210,19020296
2015-02-11,5.580,5.600,5.540,5.510,2341240,12961106
2015-02-10,5.550,5.590,5.570,5.500,1973092,10946328
2015-02-09,5.360,5.590,5.540,5.360,3090724,17026704
2015-02-06,5.560,5.580,5.390,5.360,3912900,21420340
2015-02-05,5.800,5.800,5.560,5.530,5082048,28810578
2015-02-04,5.720,5.780,5.700,5.700,3420067,19615518
2015-02-03,5.650,5.740,5.730,5.650,3559950,20269238
2015-02-02,5.770,5.800,5.650,5.610,5151338,29427890
2015-01-30,5.950,5.990,5.810,5.800,6638988,39099944
2015-01-29,5.830,5.860,5.850,5.760,5629382,32761774
2015-01-28,5.950,5.990,5.890,5.860,7205043,42656060
2015-01-27,5.950,5.990,5.970,5.780,8869534,52326428
2015-01-26,5.670,5.920,5.910,5.660,8876218,51608588
2015-01-23,5.720,5.740,5.660,5.650,4834652,27495252
2015-01-22,5.720,5.760,5.750,5.640,5668222,32364128
2015-01-21,5.520,5.710,5.710,5.520,5292838,29890018
