#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,14.000,14.980,14.450,13.960,33191142,483870624
2015-03-30,12.370,13.620,13.620,12.350,17508688,231067776
2015-03-27,12.590,12.590,12.380,12.000,16828236,205307920
2015-03-26,12.800,12.950,12.560,12.330,13277836,167762000
2015-03-25,12.640,12.800,12.690,12.260,15351756,191923072
2015-03-24,12.100,13.040,12.690,12.100,33709312,423738912
2015-03-23,10.970,12.070,12.070,10.960,28395050,330294560
2015-03-20,11.220,11.290,10.970,10.910,14165912,155836624
2015-03-19,10.820,11.200,11.160,10.640,23175804,253655600
2015-03-18,10.420,10.800,10.790,10.330,20264000,215081520
2015-03-17,10.340,10.530,10.410,10.190,20685510,214510128
2015-03-16,10.150,10.400,10.370,10.030,16673361,170889376
2015-03-13,10.000,10.250,10.070,9.950,8684578,87126624
2015-03-12,10.060,10.140,9.890,9.780,10773346,107391080
2015-03-11,10.100,10.180,10.060,10.000,12433692,125227160
2015-03-10,10.060,10.540,10.250,10.060,20896664,215661296
2015-03-09,9.870,9.990,9.980,9.690,9900960,97567824
2015-03-06,10.100,10.160,9.960,9.910,10697440,107397128
2015-03-05,10.100,10.180,10.150,9.890,14853638,148533920
2015-03-04,10.060,10.240,10.160,9.880,21220624,212782832
2015-03-03,10.620,10.620,10.040,9.990,23468952,242037056
2015-03-02,10.320,10.730,10.640,10.190,28652404,300935616
2015-02-27,10.280,10.470,10.290,10.120,20025464,205866400
2015-02-26,10.110,10.320,10.310,10.000,20993090,213541008
2015-02-25,10.350,10.430,10.160,10.020,22654160,229954880
2015-02-17,10.560,10.740,10.310,10.250,44778896,467677056
2015-02-16,10.540,11.160,11.060,10.440,49115640,527860512
2015-02-13,11.320,11.320,10.970,10.730,70923480,790027392
2015-02-12,9.570,10.290,10.290,9.380,27461670,276033472
2015-02-11,8.480,9.350,9.350,8.450,17924844,163638752
2015-02-10,8.360,8.790,8.500,8.360,8386032,72215184
2015-02-09,8.100,8.480,8.470,8.100,9575360,79721200
2015-02-06,8.190,8.300,8.130,8.000,3980363,32417578
2015-02-05,8.290,8.360,8.160,8.140,4330121,35684964
2015-02-04,8.310,8.380,8.290,8.190,4834689,40039136
2015-02-03,8.100,8.360,8.310,8.050,6305341,52124156
2015-02-02,8.200,8.270,8.060,7.950,5516849,44720052
2015-01-30,8.320,8.390,8.190,8.160,5139672,42315636
2015-01-29,8.060,8.380,8.340,7.940,10129878,83636056
2015-01-28,7.920,8.190,8.110,7.900,7576183,61480684
2015-01-27,7.910,7.970,7.920,7.800,4579746,36132312
2015-01-26,7.760,7.910,7.900,7.740,5061100,39652024
2015-01-23,7.930,8.000,7.770,7.680,7918188,61701384
2015-01-22,7.970,8.040,8.000,7.850,5056100,40197008
2015-01-21,7.890,8.000,8.000,7.750,6165878,48807168
2015-01-20,7.340,7.900,7.850,7.320,9810938,76207216
2015-01-19,7.510,7.590,7.330,7.160,4421244,32939120
2015-01-16,7.520,7.610,7.610,7.420,3098047,23349438
2015-01-15,7.470,7.600,7.530,7.460,2871416,21654704
2015-01-14,7.450,7.660,7.470,7.420,2936073,22136568
2015-01-13,7.430,7.480,7.450,7.400,2126953,15825332
2015-01-12,7.660,7.660,7.420,7.410,2703675,20274048
2015-01-09,7.740,7.830,7.680,7.650,2945459,22840408
2015-01-08,7.800,7.850,7.760,7.720,3340215,25986634
2015-01-07,7.780,7.860,7.790,7.690,4612155,35893400
2015-01-06,7.710,7.840,7.820,7.630,5732122,44247956
2015-01-05,7.680,7.760,7.730,7.530,5160967,39527048
2015-06-30,17.010,19.750,19.560,16.160,25200208,454104448
2015-06-29,20.490,20.850,17.950,17.950,15029361,276717280
2015-06-26,21.200,21.200,19.940,19.940,9271597,188354656
2015-06-25,24.500,24.500,22.160,22.090,11602729,269915808
2015-06-24,24.710,25.660,24.480,22.990,13225288,325503488
2015-06-23,24.380,24.920,24.560,21.940,16851618,388826432
2015-06-19,26.000,26.200,24.380,24.380,11327030,284785984
2015-06-18,28.900,29.260,27.090,27.000,9605489,272328032
2015-06-17,29.900,30.180,29.370,26.940,14867538,425872256
2015-06-16,28.800,31.150,29.790,28.000,16540722,488572992
2015-06-15,27.230,29.950,29.030,27.230,19654248,569526400
2015-06-12,25.740,27.500,27.230,25.610,17897324,480633536
2015-06-11,25.080,26.180,25.720,24.490,15731846,394927296
2015-06-10,25.190,25.490,24.990,24.510,13961998,349285792
2015-06-09,24.720,26.800,25.200,24.120,15042743,382932960
2015-06-08,25.100,25.160,24.690,24.010,12062809,295431296
2015-06-05,26.000,26.700,25.360,24.650,15799113,405729152
2015-06-04,26.550,26.980,25.620,23.040,22235048,569530432
2015-06-03,23.300,25.600,25.600,23.010,19664404,495083456
2015-06-02,23.190,23.500,23.270,22.350,13404080,306796928
2015-06-01,21.500,23.200,22.750,21.300,11604813,258175360
2015-05-29,21.250,22.250,21.220,19.900,13258092,280885792
2015-05-28,23.280,24.140,21.600,20.920,15760829,360127744
2015-05-27,24.000,24.100,23.240,23.000,17047252,400338080
2015-05-26,23.130,24.680,24.110,22.700,20389160,482893824
2015-05-25,22.600,23.850,23.100,21.500,18472168,418825568
2015-05-22,24.400,24.400,22.900,22.380,17923268,413166688
2015-05-21,23.000,24.090,23.470,22.330,19270204,447494432
2015-05-20,22.000,22.990,22.990,21.000,22158244,499810080
2015-05-19,19.200,20.900,20.900,18.630,16700648,325810688
2015-05-18,19.500,19.580,19.000,18.790,14315913,273693120
2015-05-15,19.480,20.290,19.810,19.280,17576354,349616384
2015-05-14,18.750,20.160,19.720,18.080,27167696,518992480
2015-05-13,16.840,18.520,18.520,16.510,37412132,676455680
2015-05-12,16.730,17.350,16.840,16.610,12963000,219393888
2015-05-11,15.830,16.800,16.610,15.810,15605432,256089952
2015-05-08,14.800,15.490,15.470,14.550,10215129,152860688
2015-05-07,14.800,14.990,14.350,14.320,6076769,88263504
2015-05-06,15.200,15.450,14.750,14.520,8530800,128751072
2015-05-05,16.210,16.250,15.200,15.110,9237256,145521584
2015-05-04,16.300,16.490,16.250,16.000,6234056,101004536
2015-04-30,16.240,16.750,16.320,16.180,10403281,171221152
2015-04-29,15.630,16.600,16.310,15.610,12569138,202965168
2015-04-28,16.800,16.850,15.750,15.660,12357586,199153376
2015-04-27,17.220,17.400,16.850,16.710,13959286,237121856
2015-04-24,16.500,17.000,16.940,16.220,13363612,223654480
2015-04-23,16.900,17.060,16.730,16.520,11561813,193217664
2015-04-22,16.900,17.290,16.890,16.600,14612620,247958944
2015-04-21,16.050,16.920,16.870,15.980,13711852,226616192
2015-04-20,15.610,16.380,16.040,15.610,14485037,232522832
2015-04-17,16.600,16.800,16.000,15.910,14300865,232799104
2015-04-16,16.200,16.940,16.540,15.010,13964764,228038528
2015-04-15,16.800,17.220,16.510,16.480,13086932,220176928
2015-04-14,17.250,17.340,16.860,16.610,17083504,288873152
2015-04-13,18.140,18.140,17.470,17.420,24140646,424982016
2015-04-10,17.730,18.450,18.150,17.350,17539752,316391904
2015-04-09,16.880,18.380,17.840,15.460,24437656,411225088
2015-04-08,17.600,17.950,17.080,16.780,20499092,355115136
2015-04-07,16.600,18.000,17.470,15.910,26465910,443897408
2015-04-03,14.700,16.400,16.400,14.530,31894544,510796736
2015-04-02,14.650,15.280,14.910,14.500,18943510,281177056
2015-04-01,14.690,15.470,14.850,13.880,31343750,455639552
2015-08-14,16.320,16.460,15.800,15.790,21020674,337638880
2015-08-13,14.760,16.140,16.100,14.720,23691420,365559744
2015-08-12,15.500,15.840,14.960,14.860,21253096,326082080
2015-08-11,15.400,16.300,15.850,15.300,29551956,465437120
2015-08-10,14.200,15.320,15.320,14.180,26678752,398419232
2015-08-07,14.000,14.250,13.930,13.700,20720328,289276448
2015-08-06,13.180,14.300,13.790,12.850,19775716,274120384
2015-08-05,13.180,13.990,13.670,13.010,27836212,377559232
2015-08-04,11.850,12.940,12.940,11.850,19675568,245881424
2015-08-03,12.830,12.840,11.760,11.700,22076216,266473632
2015-07-31,13.260,14.050,13.000,12.750,17984508,241246960
2015-07-30,14.940,15.250,14.000,13.900,21460716,317701792
2015-07-29,14.720,15.540,15.090,13.500,30677320,440573984
2015-07-28,14.600,16.050,14.540,14.540,37246816,548373056
2015-07-27,17.200,18.400,16.160,16.160,26130742,458588576
2015-07-24,17.180,18.960,17.960,16.690,41001332,731354368
2015-07-23,16.190,17.420,17.240,16.130,26920854,453877088
2015-07-22,15.100,16.280,16.090,14.860,29905160,462691040
2015-07-21,14.400,15.350,14.940,14.120,24055416,358587520
2015-07-20,13.850,14.950,14.720,13.700,29782664,427673632
2015-07-17,12.430,13.640,13.640,12.200,22188688,293273120
2015-07-16,11.480,13.200,12.400,11.480,26936584,327792192
2015-07-15,15.300,15.300,12.750,12.750,27097760,373609216
2015-07-14,14.170,14.170,14.170,14.170,590282,8364296
2015-07-13,12.880,12.880,12.880,12.880,812316,10462630
2015-07-07,11.710,11.710,11.710,11.710,1884400,22066324
2015-07-06,15.910,15.910,13.010,13.010,19222874,269893376
2015-07-03,15.500,15.800,14.460,14.460,20704594,303747584
2015-07-02,18.100,18.500,16.070,16.070,19124322,318377888
2015-07-01,18.930,21.000,17.850,17.700,17278428,340733728
2015-08-17,15.820,16.600,16.480,15.390,20897334,336194560
2015-08-18,16.550,16.700,14.830,14.830,20982040,330145120
2015-08-20,14.980,16.000,14.780,14.590,17821894,269184512
2015-08-19,14.150,15.380,15.050,13.400,17092444,245883392
2015-09-14,10.580,10.600,9.430,9.430,15925726,157442528
2015-09-11,10.310,10.580,10.480,10.090,12578281,130372496
2015-09-10,10.320,10.980,10.420,10.200,14684780,156309776
2015-09-09,10.120,10.640,10.550,10.120,16532413,172053472
2015-09-08,9.300,10.090,10.060,9.160,11231291,106925032
2015-09-07,9.190,9.690,9.310,9.160,13961355,131102368
2015-09-02,8.850,9.740,8.950,8.640,17263032,158771808
2015-09-01,10.000,10.150,9.190,9.190,17291200,164013152
2015-08-31,11.220,11.220,10.210,10.170,15477637,165625520
2015-08-28,10.680,11.440,11.300,10.460,25895652,280350112
2015-08-27,10.300,10.490,10.400,9.310,20500788,207281840
2015-08-26,10.990,11.460,9.950,9.950,27755662,289442624
2015-08-25,11.200,11.350,11.050,11.050,12667401,140518352
2015-08-24,12.990,12.990,12.280,12.280,8074424,100016736
2015-08-21,14.220,14.640,13.640,13.550,13456229,188721584
2015-09-30,10.360,10.400,10.230,10.120,4014973,41220032
2015-09-29,10.350,10.500,10.240,10.140,7223121,74648520
2015-09-28,10.380,10.790,10.740,10.020,10784055,112871504
