#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,9.220,9.280,8.920,8.800,14268437,127160480
2015-03-30,8.800,9.350,9.100,8.660,17868308,162712928
2015-03-27,8.280,8.890,8.850,8.170,16927708,147098768
2015-03-26,8.380,8.500,8.320,8.100,16394219,135584752
2015-03-25,8.600,8.760,8.510,8.420,15774068,135112080
2015-03-24,8.400,8.840,8.600,8.100,23746896,199236784
2015-03-23,8.300,8.450,8.300,8.140,22174120,183350656
2015-03-20,7.510,8.240,8.240,7.510,26120008,209088672
2015-03-19,7.460,7.760,7.490,7.380,14723081,111468296
2015-03-18,7.240,7.560,7.450,7.170,17324212,127690576
2015-03-17,7.260,7.320,7.240,7.150,12892734,93301712
2015-03-16,7.130,7.300,7.250,7.100,12241217,88295824
2015-03-13,7.110,7.270,7.150,7.000,6640304,47453504
2015-03-12,7.320,7.360,7.050,6.980,10990407,78441600
2015-03-11,7.340,7.410,7.300,7.210,11147230,81278808
2015-03-10,7.130,7.420,7.360,7.070,14256322,104171368
2015-03-09,6.920,7.180,7.130,6.820,11555437,80746864
2015-03-06,6.700,7.200,6.920,6.700,19044572,133003896
2015-03-05,6.780,6.870,6.760,6.620,10732853,71987304
2015-03-04,6.490,6.810,6.790,6.450,16018056,106879224
2015-03-03,6.420,6.690,6.490,6.410,13481930,88344640
2015-03-02,6.280,6.670,6.450,6.230,16581103,107416760
2015-02-27,6.260,6.290,6.210,6.180,6011103,37476280
2015-02-26,6.280,6.280,6.250,6.170,4980795,30997622
2015-02-25,6.150,6.350,6.250,6.120,7570953,47334260
2015-02-17,6.090,6.170,6.160,6.050,4300273,26349428
2015-02-16,6.050,6.270,6.110,6.010,7908902,48602632
2015-02-13,6.050,6.150,6.050,6.000,7572516,46066472
2015-02-12,5.850,5.930,5.890,5.800,4791393,28041780
2015-02-11,5.830,6.010,5.890,5.820,4521354,26812856
2015-02-10,5.690,5.840,5.810,5.650,3466432,19953800
2015-02-09,5.820,5.890,5.700,5.630,5591246,32347308
2015-02-06,6.200,6.200,5.900,5.890,8209263,49591196
2015-02-05,6.200,6.240,6.070,6.030,5896300,35957404
2015-02-04,6.110,6.140,6.130,6.040,5106783,31172336
2015-02-03,6.120,6.230,6.120,6.070,6412349,39345728
2015-02-02,6.000,6.180,6.140,5.890,7272558,44361020
2015-01-30,6.030,6.100,6.040,5.960,5156391,31115436
2015-01-29,6.020,6.160,6.030,5.980,5633106,34102180
2015-01-28,6.260,6.260,6.070,6.070,7906487,48568188
2015-01-27,6.250,6.310,6.260,6.150,10279454,64236692
2015-01-26,6.330,6.330,6.260,6.120,14691567,91309984
2015-01-23,6.100,6.440,6.330,6.030,17046320,106588448
2015-01-22,5.900,6.190,6.120,5.860,12475947,75448368
2015-01-21,5.780,6.040,5.940,5.720,9411038,55587784
2015-01-20,5.630,5.790,5.780,5.630,3705134,21160452
2015-01-19,5.750,5.890,5.610,5.450,7230834,41225468
2015-01-16,5.910,5.910,5.870,5.780,7320519,42659524
2015-01-15,5.840,6.050,5.970,5.720,11341698,67031188
2015-01-14,5.580,5.900,5.850,5.520,10617741,61112360
2015-01-13,5.500,5.550,5.520,5.400,3246665,17793472
2015-01-12,5.670,5.680,5.460,5.430,4117555,22690894
2015-01-09,5.740,5.820,5.680,5.680,4647270,26694964
2015-01-08,5.780,5.870,5.730,5.720,5122047,29632838
2015-01-07,5.680,5.790,5.780,5.650,5779092,33052138
2015-01-06,5.680,5.730,5.680,5.600,4458908,25205868
2015-01-05,5.570,5.740,5.730,5.560,6954121,39574328
2015-06-30,10.490,10.950,10.870,9.640,30673456,311456992
2015-06-29,11.750,12.000,10.720,10.390,22459160,241839728
2015-06-26,12.250,12.250,11.540,11.540,20571176,240746320
2015-06-25,13.090,13.600,12.820,12.670,21718742,284205984
2015-06-24,12.900,13.200,13.150,12.000,18492886,237470112
2015-06-23,13.300,13.580,12.870,11.980,19948984,249948832
2015-06-19,14.050,14.500,13.310,13.310,19991344,277617952
2015-06-18,15.670,15.700,14.790,14.700,19496988,295143392
2015-06-17,15.880,15.880,15.600,14.400,24848156,377382368
2015-06-16,16.190,16.590,15.960,15.580,24331424,390719264
2015-06-15,15.550,16.700,16.380,14.980,38551512,615633216
