#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,31.460,33.500,33.500,30.020,3599323,113963544
2015-03-30,32.000,33.980,31.260,28.530,5204521,158578336
2015-03-27,28.400,31.090,31.090,28.400,3037050,91656936
2015-03-26,27.900,28.670,28.260,27.500,3785515,106120024
2015-03-25,29.560,29.650,28.420,27.800,3194189,91763088
2015-03-24,29.500,29.900,29.780,28.000,3680914,107185336
2015-03-23,29.910,30.500,29.550,29.150,5154120,153392848
2015-03-20,28.120,29.230,29.100,28.000,3536487,101464520
2015-03-19,27.000,28.840,27.950,26.340,4526508,124837912
2015-03-18,25.610,27.510,26.900,24.600,4559785,120616968
2015-03-17,24.060,26.000,25.610,24.000,3288168,82497304
2015-03-16,21.890,23.830,23.820,21.850,4620186,107083720
2015-03-13,21.970,22.120,21.660,20.880,3824369,82088704
2015-03-12,22.550,22.900,21.800,21.580,2785951,61104444
2015-03-11,23.000,23.190,22.620,22.300,2515792,57051776
2015-03-10,21.800,23.280,23.140,21.790,2377619,53592772
2015-03-09,22.300,22.990,22.200,21.880,2101465,47061116
2015-03-06,22.460,23.100,21.900,21.720,2258351,50516700
2015-03-05,22.700,23.500,22.400,21.660,3436165,77406056
2015-03-04,21.980,22.990,22.550,21.020,3311956,73435416
2015-03-03,19.950,21.700,21.560,19.950,4018227,84861080
2015-03-02,19.350,19.880,19.790,19.300,2532546,49877232
2015-02-27,19.930,19.970,19.330,19.210,1550621,30295680
2015-02-26,19.000,20.500,19.960,19.000,3348067,66352576
2015-02-25,19.260,19.430,18.820,18.330,2908803,55180708
2015-02-17,19.590,19.610,19.260,19.110,1033495,19958754
2015-02-16,19.550,19.770,19.610,18.770,3699979,70918376
2015-02-13,19.500,19.870,19.550,19.280,5653007,110838928
2015-02-12,20.010,20.600,19.560,19.230,3520659,69751216
2015-02-11,19.100,21.040,19.910,19.100,5684203,114853080
2015-02-10,18.780,19.380,19.130,18.180,3309457,62293908
2015-02-09,19.530,20.340,19.080,18.880,5971900,117946160
2015-02-06,18.940,19.960,19.540,18.510,6074262,117812032
2015-02-05,19.270,19.560,19.050,18.510,6981220,132172984
2015-02-04,17.010,18.980,18.980,17.010,6776144,125593528
2015-02-03,16.490,17.300,17.250,16.140,5405165,89860520
