#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,17.130,18.290,17.590,16.950,46293432,817862464
2015-03-30,17.130,17.410,17.120,16.700,34673016,589840768
2015-03-27,17.100,17.260,16.990,16.530,21833964,368063360
2015-03-26,17.180,17.490,17.050,16.580,40644980,694797888
2015-03-25,17.500,17.500,16.950,16.680,37655216,638753920
2015-03-24,16.600,17.590,17.200,16.250,91455448,1545900288
2015-03-23,14.950,16.210,16.210,14.730,64133332,999075712
2015-03-20,14.800,14.870,14.740,14.620,22805844,335756768
2015-03-19,14.850,14.980,14.810,14.560,34267380,506221760
2015-03-18,14.720,14.910,14.780,14.420,35036740,514656896
2015-03-17,14.380,14.880,14.620,14.280,35310908,513233920
2015-03-16,14.280,14.450,14.320,14.060,31945760,455746432
2015-03-13,13.860,14.180,14.170,13.770,23951720,335653248
2015-03-12,13.680,14.080,13.810,13.650,17525372,243323360
2015-03-11,13.610,13.980,13.680,13.600,12966975,178436160
2015-03-10,13.640,13.930,13.740,13.590,12773979,175903232
2015-03-09,13.380,13.740,13.640,13.250,10979614,148729520
2015-03-06,13.870,13.990,13.490,13.480,17297140,236020976
2015-03-05,14.100,14.150,13.820,13.680,18189662,251564992
2015-03-04,13.770,14.120,14.060,13.630,24979638,347481472
2015-03-03,13.700,13.910,13.740,13.530,22034540,302819936
2015-03-02,13.480,13.850,13.750,13.330,21959448,298029984
2015-02-27,13.420,13.600,13.480,13.360,16999030,229311712
2015-02-26,13.380,13.470,13.460,13.210,16764449,223804320
2015-02-25,13.250,13.380,13.290,13.070,11689691,154422336
2015-02-17,13.200,13.320,13.210,13.140,11478733,151702896
2015-02-16,13.010,13.230,13.180,13.010,12566383,165228000
2015-02-13,12.950,13.120,13.010,12.910,13415262,174909744
2015-02-12,12.900,12.980,12.850,12.750,11833232,152403408
2015-02-11,12.550,12.880,12.750,12.470,7767681,98579520
2015-02-10,12.520,12.560,12.550,12.360,8631723,107467312
2015-02-09,12.490,12.590,12.450,12.330,7319208,91063896
2015-02-06,12.680,12.850,12.400,12.350,9424307,118627048
2015-02-05,13.150,13.200,12.680,12.660,11787297,151911584
2015-02-04,13.120,13.170,12.910,12.890,13209160,171777008
2015-02-03,13.000,13.200,13.100,12.720,16240601,210893216
2015-02-02,14.230,14.250,13.050,13.010,30753268,418815136
2015-01-30,14.300,14.390,14.210,14.000,24645122,350858496
2015-01-29,13.930,14.290,14.100,13.880,17857062,251081296
2015-01-28,14.430,14.430,14.170,14.000,22188780,314897056
2015-01-27,14.100,14.470,14.370,13.910,36754608,521970048
2015-01-26,13.510,14.140,13.940,13.480,24775860,343560160
2015-01-23,13.650,13.790,13.480,13.350,21043954,285213376
2015-01-22,13.380,13.920,13.800,13.320,29509200,402731968
2015-01-21,13.100,13.420,13.380,13.070,18077088,240025632
2015-01-20,12.790,13.160,13.090,12.790,11903349,154638336
2015-01-19,13.000,13.520,12.690,12.500,17648976,231040240
2015-01-16,13.250,13.540,13.450,13.180,21306172,285110560
2015-01-15,13.140,13.350,13.250,13.090,13153565,173849344
2015-01-14,13.250,13.370,13.170,13.020,16926060,222556304
2015-01-13,12.700,13.530,13.410,12.580,26281988,347933376
2015-01-12,12.970,13.210,12.840,12.840,9603030,125176224
2015-01-09,12.940,13.170,12.800,12.800,11178121,145420736
2015-01-08,13.460,13.540,13.020,13.010,15164424,201696496
2015-01-07,13.500,13.650,13.540,13.260,18352912,246906928
2015-01-06,13.320,13.640,13.520,13.140,21039488,282867744
2015-01-05,12.800,13.550,13.410,12.610,23358212,307444224
2015-06-30,18.600,20.280,20.010,17.260,24330596,450792000
2015-06-29,21.800,22.000,19.180,19.180,19202576,381976608
2015-06-26,22.910,22.910,21.310,21.310,14683185,320373376
2015-06-25,24.500,25.490,23.680,23.030,18480532,454106816
2015-06-24,24.130,24.600,24.440,23.680,17724702,428308000
2015-06-23,23.670,24.500,23.770,21.500,17725944,410905440
