#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,20.200,22.890,21.930,20.200,10835005,231458368
2015-03-30,21.600,22.100,21.280,21.000,5823947,124241192
2015-03-27,20.880,22.000,21.730,20.850,7180795,153796592
2015-03-26,23.000,23.150,21.430,21.200,11038250,243601936
2015-03-25,21.070,23.660,22.930,20.580,15025322,332172096
2015-03-24,20.410,21.890,21.590,19.300,18268152,375442688
2015-03-23,18.250,19.900,19.900,18.250,14321301,280340576
2015-03-20,17.550,18.100,18.090,17.480,6136487,109754544
2015-03-19,17.680,17.680,17.500,17.220,4934158,85848160
2015-03-18,16.810,17.740,17.650,16.810,7022851,121904776
2015-03-17,17.020,17.150,16.880,16.580,6249435,105269968
2015-03-16,16.330,16.990,16.780,16.330,6192128,103810200
2015-03-13,15.850,16.330,16.270,15.800,3500640,56432288
2015-03-12,16.050,16.270,15.770,15.610,3282703,52262992
2015-03-11,16.270,16.690,16.040,16.000,3892307,63245496
2015-03-10,15.700,16.250,16.250,15.620,4717657,75753984
2015-03-09,15.390,15.790,15.750,15.310,2326889,36378128
2015-03-06,15.880,15.990,15.460,15.460,3673571,57405952
2015-03-05,16.060,16.160,15.930,15.750,3343498,53112200
2015-03-04,15.710,16.190,16.030,15.710,4071248,65159752
2015-03-03,15.860,16.020,15.630,15.610,4106091,64823896
2015-03-02,15.560,15.910,15.910,15.550,5198516,81913816
2015-02-27,15.000,15.370,15.330,15.000,2996034,45587268
2015-02-26,15.140,15.190,15.050,14.880,1993312,29966536
2015-02-25,15.270,15.270,15.100,15.030,1921174,29074860
2015-02-17,15.310,15.380,15.230,15.100,2048008,31151736
2015-02-16,15.020,15.330,15.300,15.010,3275323,49917916
2015-02-13,14.940,15.100,15.000,14.870,3685099,55268160
2015-02-12,14.920,15.100,14.860,14.800,2551614,38082708
2015-02-11,14.310,14.930,14.870,14.210,2990449,43698712
2015-02-10,14.160,14.470,14.330,13.880,3154215,44227276
2015-02-09,14.530,14.730,14.150,14.090,1760693,25360728
2015-02-06,15.050,15.150,14.510,14.500,2583003,38134428
2015-02-05,14.950,15.340,15.050,14.890,3883498,58871292
2015-02-04,15.000,15.180,14.890,14.830,2684417,40211684
2015-02-03,14.850,15.260,15.080,14.710,4111271,61834972
2015-02-02,14.500,15.080,14.850,14.250,3608157,53489372
2015-01-30,15.380,15.380,14.680,14.670,7125610,107035424
2015-01-29,14.300,14.340,14.300,14.000,1832007,26020814
2015-01-28,14.280,14.660,14.460,14.150,2739199,39656596
2015-01-27,14.300,14.490,14.290,13.990,2457935,35022300
2015-01-26,13.830,14.210,14.190,13.830,2098973,29668406
2015-01-23,14.240,14.290,13.910,13.790,2559804,35840500
2015-01-22,14.070,14.270,14.230,13.950,2628749,37133388
2015-01-21,13.900,14.290,14.070,13.900,4076556,57416060
2015-01-20,13.130,13.950,13.890,13.130,4445807,60622924
2015-01-19,13.110,13.600,13.170,13.010,3096623,41210452
2015-01-16,13.100,13.430,13.410,13.030,2532310,33468214
2015-01-15,13.350,13.360,13.140,13.100,1574628,20790958
2015-01-14,13.430,13.500,13.300,13.220,1266981,16862872
2015-01-13,13.100,13.460,13.430,12.950,2387687,31684222
2015-01-12,13.310,13.500,13.130,13.000,2002286,26443220
2015-01-09,13.100,13.590,13.310,13.030,3034691,40576384
2015-01-08,12.930,13.190,13.020,12.650,1331085,17394102
2015-01-07,13.150,13.300,13.050,12.930,2064120,26983022
2015-01-06,12.700,13.420,13.320,12.420,2762239,35806804
2015-01-05,13.040,13.040,12.760,12.300,3251510,40747792
2015-06-30,13.670,16.710,16.710,13.670,22209916,334131040
2015-06-29,17.020,17.300,15.190,15.190,16829432,261134512
2015-06-26,19.000,19.000,16.880,16.880,31247084,544905408
2015-06-25,18.760,18.760,18.760,18.760,183617,3444655
2015-06-24,17.050,17.050,17.050,17.050,321280,5477824
2015-04-24,26.000,26.940,26.500,25.700,5457446,144210464
2015-04-23,27.000,27.280,26.450,25.850,7679303,204062208
2015-04-22,24.410,26.510,26.510,24.410,10671268,279122368
2015-04-21,23.440,24.430,24.100,23.440,4817962,115708568
2015-04-20,25.000,25.000,23.420,23.400,7610002,181788528
2015-04-17,26.250,26.800,24.880,24.870,9516010,240261440
2015-04-16,25.100,27.100,26.210,24.710,5472415,143086912
2015-04-15,27.600,27.800,26.100,26.000,7970722,212953616
2015-04-14,26.320,28.420,27.900,26.000,11278078,310302944
2015-04-13,25.900,26.900,26.300,25.580,7818471,205365200
2015-04-10,25.200,26.200,25.600,25.200,9503576,244119584
2015-04-09,26.000,26.010,25.070,23.400,13525200,329502144
2015-04-08,27.200,27.200,26.000,25.990,10141377,267715248
2015-04-07,26.400,28.250,27.420,24.980,14483000,384482272
2015-04-03,25.730,27.690,26.860,25.300,10115170,267711024
2015-04-02,24.800,26.530,25.750,24.200,15240412,386842336
2015-04-01,21.600,24.120,24.120,21.600,18268588,432258080
2015-08-20,12.000,12.250,11.570,11.380,8085428,95547512
2015-08-19,11.300,12.440,12.230,10.820,10954965,126928328
2015-08-18,13.580,13.580,11.910,11.910,17649940,224526944
2015-08-17,11.960,13.230,13.230,11.820,12890972,161109904
2015-08-14,12.100,12.280,12.030,11.860,10220146,123200048
2015-08-13,11.600,11.980,11.970,11.420,7274710,85251984
2015-08-12,11.800,12.100,11.620,11.500,9318770,110169312
2015-08-11,12.250,12.380,12.080,11.820,10439372,126815000
2015-08-10,11.450,12.050,12.040,11.250,10814785,127144432
2015-08-07,10.810,11.300,11.280,10.810,9009403,100616056
2015-08-06,10.750,11.050,10.900,10.690,4986058,54247640
2015-08-05,11.320,11.620,11.010,10.830,9406870,105737152
2015-08-04,10.310,11.320,11.320,10.310,9376013,101183408
2015-08-03,11.320,11.560,10.300,10.180,9498743,102447376
2015-07-31,11.050,11.650,11.310,11.010,6239871,70812768
2015-07-30,11.750,12.180,11.300,11.190,10640358,126131160
2015-07-29,11.400,11.770,11.750,10.600,11268970,125678184
2015-07-28,10.800,11.790,10.880,10.770,17800302,196362768
2015-07-27,12.980,13.670,11.970,11.970,11049438,142311616
2015-07-24,14.260,14.290,13.300,12.900,16763179,230517936
2015-07-23,14.000,14.660,14.150,13.850,18421378,261108720
2015-07-22,13.480,14.600,14.230,13.010,23051408,313930752
2015-07-21,11.900,13.280,13.280,11.500,22774688,287157408
2015-07-20,12.300,12.740,12.070,11.640,21169180,259267152
2015-07-17,10.930,12.100,12.100,10.700,18586110,216828976
2015-07-16,10.300,11.820,11.000,10.300,18276632,202117152
2015-07-15,11.440,11.440,11.440,11.010,23093200,263173200
2015-07-07,10.400,10.570,10.400,10.400,5401500,56193408
2015-07-06,14.000,14.020,11.550,11.550,13051498,163397184
2015-07-03,12.850,14.600,12.830,12.830,11519569,151400992
2015-07-02,15.800,15.800,14.260,14.260,11152163,164728272
2015-07-01,17.470,18.300,15.840,15.200,17611280,301104864
2015-09-14,8.550,8.550,7.610,7.610,4766882,37785112
2015-09-11,8.330,8.550,8.460,8.280,3547120,29842910
2015-09-10,8.490,8.670,8.330,8.280,4709114,39867896
2015-09-09,8.200,8.680,8.570,8.200,7801024,66129720
2015-09-08,7.500,8.180,8.160,7.410,4760294,37132284
2015-09-07,7.540,7.840,7.600,7.400,4180394,32243076
2015-09-02,7.020,7.900,7.360,7.020,5541975,41614196
2015-09-01,8.350,8.410,7.580,7.580,5858138,46099524
2015-08-31,8.900,8.900,8.420,8.350,5954654,51139228
2015-08-28,8.400,8.970,8.900,8.300,7376584,63295032
2015-08-27,8.290,8.440,8.300,7.620,6697153,54245604
2015-08-26,8.500,8.960,7.970,7.820,9147886,76633856
2015-08-25,8.700,8.990,8.690,8.690,6147085,53699444
2015-08-24,10.240,10.340,9.660,9.660,5461000,53343016
2015-08-21,11.110,11.460,10.730,10.650,6550720,72365536
2015-09-30,7.120,7.130,7.040,6.980,6854506,48415636
2015-09-29,7.150,7.170,7.040,6.960,14786545,104015136
2015-09-28,7.120,7.330,7.320,7.000,7506862,53794064
2015-09-25,7.500,7.520,7.110,6.910,11829540,86300656
2015-09-24,7.440,7.650,7.600,7.440,8574814,64489772
2015-09-23,7.570,7.780,7.480,7.290,9556307,71325032
2015-09-22,7.770,7.930,7.780,7.700,5838913,45642432
2015-09-21,7.040,7.880,7.790,7.030,5997038,45121696
2015-09-18,7.490,7.660,7.510,7.260,3627445,27126694
2015-09-17,7.680,7.940,7.480,7.400,5138738,39316048
2015-09-16,6.860,7.550,7.550,6.860,4210237,30318450
2015-09-15,7.400,7.430,6.860,6.860,4216207,30130674
2015-10-12,7.890,8.530,8.530,7.830,11986879,98860712
2015-10-09,7.420,7.820,7.750,7.420,13618494,104115424
2015-10-08,7.250,7.650,7.580,7.210,14983904,111551680
2015-11-20,14.080,15.100,14.710,14.000,21254122,312541280
2015-11-19,13.060,14.200,14.070,13.040,17854040,244237200
2015-11-18,13.460,13.590,13.030,13.010,9158135,121725384
2015-11-17,13.640,14.270,13.500,13.120,18501476,253868192
2015-11-16,12.320,13.700,13.630,12.070,15537771,204282272
2015-11-13,13.280,13.330,12.680,12.410,16506821,213151296
2015-11-12,13.510,13.920,13.500,13.190,19883720,269100992
2015-11-11,13.120,14.500,13.900,13.010,31419918,435791904
2015-11-10,12.350,13.500,13.500,12.000,37837952,495825472
2015-11-09,11.420,12.450,12.270,10.890,28041072,332254912
2015-11-06,11.030,12.050,11.500,10.910,24701080,285207168
2015-11-05,11.300,11.450,11.070,10.710,18567984,205697968
2015-11-04,10.540,11.320,11.300,10.540,16285770,178342000
2015-11-03,10.440,10.730,10.400,10.330,10907085,114279424
2015-11-02,10.980,11.290,10.620,10.600,16212040,177119872
2015-10-30,11.200,12.220,11.360,10.780,24976432,289225056
2015-10-29,10.810,11.600,11.340,10.650,21514668,240613936
2015-10-28,11.260,11.580,10.750,10.700,17844136,198935632
2015-10-27,11.180,11.670,11.490,10.920,19681190,222301504
2015-10-26,12.400,12.400,11.500,11.250,37708724,439404224
2015-10-23,11.640,12.630,12.500,11.310,49173924,592621632
2015-10-22,11.400,12.300,11.900,11.000,52668816,616894464
2015-10-21,12.190,12.630,11.590,11.120,65210584,799700288
2015-10-20,10.870,11.480,11.480,10.650,22253060,247834576
2015-10-19,9.500,10.440,10.440,9.460,33241732,338877312
2015-10-16,9.600,9.630,9.490,9.190,18126464,170497408
2015-10-15,8.900,9.490,9.330,8.820,17546166,161283408
2015-10-14,8.810,9.380,9.040,8.620,20509496,184327952
2015-10-13,8.770,9.090,8.930,8.570,29654156,263305152
