#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,35.580,36.870,36.830,34.700,3212838,115497936
2015-03-30,35.350,36.480,35.580,34.650,3275141,116143272
2015-03-27,34.700,36.020,35.300,34.050,3021883,106263024
2015-03-26,36.960,37.500,34.820,34.380,4299922,153416560
2015-03-25,37.590,38.980,37.990,36.010,4316694,162487760
2015-03-24,35.000,38.460,37.580,34.360,7830990,292012352
2015-03-23,32.460,35.540,34.960,32.160,4920926,167843696
2015-03-20,32.600,33.170,32.310,31.880,3427318,110776744
2015-03-19,32.680,34.220,32.840,32.680,2689529,89657448
2015-03-18,32.680,33.250,32.940,32.200,2719480,89046192
2015-03-17,32.090,33.090,33.000,31.800,3396714,110530984
2015-03-16,32.410,33.200,32.360,32.000,4084270,132170752
2015-03-13,30.420,32.600,32.090,30.420,3366302,107297072
2015-03-12,31.190,31.520,30.900,30.340,3357648,103946664
2015-03-11,29.600,31.740,31.570,29.290,5990571,184285888
2015-03-10,29.990,30.500,29.830,29.180,4718126,140538176
2015-03-09,29.800,30.290,30.100,29.500,3552405,106346568
2015-03-06,29.540,30.550,29.410,29.120,3721067,111522024
2015-03-05,29.900,30.750,29.540,29.190,3378333,99830504
2015-03-04,29.280,30.300,30.100,28.750,4655444,139031008
2015-03-03,28.450,30.230,29.150,28.210,6046737,178921120
2015-03-02,28.280,28.970,28.790,28.060,3208596,92114304
2015-02-27,27.880,28.400,28.400,27.330,2319987,64750268
2015-02-26,27.070,27.910,27.660,26.530,1740235,47469068
2015-02-25,28.700,28.750,27.300,27.020,2497336,69678000
2015-02-17,28.950,29.090,28.670,27.970,3327556,94775408
2015-02-16,26.970,28.890,28.880,26.900,5810472,163704496
2015-02-13,26.800,27.490,26.970,26.390,3796777,101938136
2015-02-12,26.790,26.950,26.350,26.130,2114802,56097868
2015-02-11,25.150,26.800,26.470,25.150,2871104,74711264
2015-02-10,24.930,25.180,25.090,24.360,2360944,58284216
2015-02-09,26.000,26.950,25.080,24.600,2172525,56352164
2015-02-06,26.900,27.420,25.650,25.500,2770148,72650936
2015-02-05,26.160,27.650,26.980,25.830,3949456,106627144
2015-02-04,26.690,27.290,26.370,26.010,2808277,74272944
2015-02-03,25.930,27.350,26.720,25.520,3091665,82230816
2015-02-02,24.750,26.100,25.450,24.330,2410262,61666200
2015-01-30,27.800,27.800,25.120,25.090,4323955,113992176
2015-01-29,27.720,27.990,27.860,26.800,5890599,161420864
2015-01-28,25.950,28.340,28.340,25.680,9159713,254480736
2015-01-27,24.900,25.760,25.760,24.730,3421138,86466080
2015-01-26,24.450,25.400,24.980,24.450,3072268,76593240
2015-01-23,26.180,26.200,24.740,24.550,3731902,93537704
2015-01-22,25.600,26.370,25.900,25.400,3223181,83624016
2015-01-21,25.840,26.100,25.920,25.000,4675560,119430544
2015-01-20,24.180,26.000,25.940,23.710,6049223,152054240
2015-01-19,22.400,25.200,24.210,22.150,7353905,175029392
2015-01-16,22.100,23.880,22.950,21.900,6301744,143003504
2015-01-15,22.060,23.260,22.320,21.880,2852913,64405680
2015-01-14,22.700,22.760,22.200,22.010,2829165,63241180
2015-01-13,21.410,23.000,22.850,21.080,3330768,74576160
2015-01-12,22.220,22.250,21.400,21.080,2305830,49355948
2015-01-09,22.200,23.020,22.300,22.100,2643838,59649796
2015-01-08,21.930,22.690,22.200,21.660,3132645,70140496
2015-01-07,22.520,22.520,21.990,21.600,2558521,56150996
2015-01-06,20.820,22.960,22.690,20.800,3895290,85378016
2015-01-05,21.220,21.500,20.980,20.640,2515676,52730384
2015-04-21,36.080,38.300,38.300,36.000,2238345,84262384
2015-04-20,39.500,39.500,36.520,35.350,2233035,83732616
2015-04-17,39.600,40.930,39.070,38.370,2239049,88429808
2015-04-16,38.800,41.200,39.740,37.530,2248473,88841696
2015-04-15,42.900,44.300,39.800,39.500,2758942,112921888
2015-04-14,44.170,46.600,42.790,42.500,4246499,187595392
2015-04-13,41.810,44.800,44.500,41.800,5035347,219676544
2015-04-10,40.500,41.210,40.900,39.600,4718175,191931920
2015-04-09,40.830,41.820,41.300,38.000,2923356,117480688
2015-04-08,43.900,43.910,41.490,39.500,3898585,161186240
2015-04-07,45.160,45.160,43.260,42.200,4297432,185826960
2015-04-03,41.200,45.320,45.200,40.100,4311530,188431824
2015-04-02,40.620,41.300,41.200,39.210,4000416,160406144
2015-04-01,36.880,40.510,40.510,36.880,6725737,264102176
2015-11-20,52.100,57.000,55.650,51.500,4366469,242020960
2015-11-19,48.150,52.250,52.100,47.190,3312887,165269488
2015-11-18,50.000,50.450,47.800,47.230,3282441,159407824
2015-11-17,53.000,54.500,50.230,50.000,4083864,211244368
2015-11-16,48.500,53.880,53.300,48.500,4819649,248023728
2015-11-13,46.010,51.580,50.390,45.700,6092953,303565856
2015-11-12,47.880,49.950,47.680,46.400,6752968,324219712
2015-11-11,44.800,46.690,46.010,43.810,5780888,261950064
2015-11-10,45.000,47.900,45.250,44.500,9089758,418130272
2015-11-09,39.600,43.560,43.560,38.850,9029534,381176512
2015-11-06,38.490,39.600,39.600,37.880,7997201,311724512
2015-11-05,39.560,39.560,36.000,34.380,12672409,470188608
