#date, start price, highest price, close price, lowest price, deal number, deal amount
2015-03-31,25.840,26.910,26.780,24.990,18605028,481765856
2015-03-30,25.870,26.510,25.950,25.770,14972784,390086752
2015-03-27,25.680,26.190,25.870,25.460,12208412,314579968
2015-03-26,26.010,26.790,25.880,25.540,16852324,441264128
2015-03-25,27.260,27.260,26.040,25.800,23393184,611356480
2015-03-24,27.500,27.590,27.200,26.100,19145950,516822304
2015-03-23,27.900,28.800,27.800,27.500,28071238,789643328
2015-03-20,27.820,28.690,27.500,27.200,16006427,445289184
2015-03-19,26.500,28.500,27.800,26.300,20767440,569760384
2015-03-18,25.890,26.880,26.760,25.250,19464532,509695808
2015-03-17,26.040,27.300,26.340,25.800,26553484,701790336
2015-03-16,25.510,26.880,26.070,25.010,40895224,1060653696
2015-03-13,24.510,25.350,25.000,24.450,22672020,562459264
2015-03-12,26.970,27.470,24.880,24.200,43409076,1106933888
2015-03-11,23.670,25.960,25.960,23.600,56313724,1423418752
2015-03-10,23.600,23.600,23.600,22.800,61464536,1449955456
2015-03-09,21.450,21.450,21.450,21.450,300969,6455785
2015-01-23,20.000,20.090,19.500,19.320,13302704,260469136
2015-01-22,20.030,20.210,19.810,19.600,14920815,296740320
2015-01-21,19.300,20.580,20.050,19.200,14323510,283749600
2015-01-20,19.350,19.460,19.290,18.880,9715918,186032944
2015-01-19,19.350,19.750,19.270,18.550,14192834,273002688
2015-01-16,18.660,19.050,18.860,18.490,7712123,144395168
2015-01-15,18.570,18.780,18.530,18.350,5654963,104680504
2015-01-14,18.520,18.700,18.570,18.290,5693657,105108032
2015-01-13,18.980,19.010,18.640,17.800,9602112,177828112
2015-01-12,17.950,18.620,18.390,17.850,12623900,230507296
2015-01-09,17.550,18.120,17.700,17.480,7601202,135615536
2015-01-08,18.980,18.980,18.100,17.900,10917604,200221584
2015-01-07,19.420,19.500,19.090,18.860,7179939,137557648
2015-01-06,19.900,19.910,19.460,19.020,9515006,184249280
2015-01-05,19.770,20.000,19.900,18.200,13759519,263771456
2015-06-30,36.490,43.500,39.250,36.490,24885004,946363840
2015-06-29,45.800,45.800,40.540,40.540,11416563,472190176
2015-06-26,47.000,50.000,45.040,45.040,19139692,886615232
2015-06-25,50.370,51.860,50.040,48.090,23960772,1199094272
2015-06-24,46.500,50.370,50.370,44.250,30177656,1468646784
2015-06-23,45.880,46.400,45.790,41.220,18933788,817299520
2015-06-19,44.600,47.150,45.800,42.700,21244232,965227008
2015-06-18,44.000,45.800,44.850,41.510,14677583,650077056
2015-06-17,40.270,43.990,43.460,40.270,15536650,664258112
